,quicksort,mergesort,heapsort
0,0.4718318000000181,0.5214038999997683,0.5298714000000473
1,0.5203017999997428,0.5233502999999473,0.5264399000002413
2,0.5403596999999536,0.5231651999997666,0.5267690000000584
3,0.5279780999999275,0.5237946000002012,0.5236293000002661
4,0.5217573999998422,0.5222662000001037,0.519918399999824
5,0.518862700000227,0.5317893999999797,0.5323244999999588
6,0.5240199999998367,0.5225619000002553,0.5224054999998771
7,0.5193823999998131,0.531619800000044,0.5200256999996782
8,0.5250464000000648,0.5286139000004368,0.5200414999999339
9,0.5314077000002726,0.5287284999999429,0.525071300000036
10,0.5255035000000134,0.522753400000056,0.5188521000000037
11,0.5227943999998388,0.5217400000001362,0.5230980000001182
12,0.5238824999996723,0.5218845999997939,0.5280409000001782
13,0.5220901000002414,0.5245246000004045,0.5213377999998556
14,0.5249287999999979,0.52272210000001,0.5225123999998686
15,0.5200896000001194,0.5228225999999268,0.5215643000001364
16,0.5254276000000573,0.528211199999987,0.5217332000001988
17,0.5216720000003079,0.539474700000028,0.5202864999996564
18,0.5190231999999924,0.520574900000156,0.5281949000000168
19,0.5232869999999821,0.5198372999998355,0.5236143000001903
20,0.5266194000000723,0.5229978999996092,0.5239622999997664
21,0.5248897000001307,0.5405586000001676,0.5239414000002398
22,0.5215566000001672,0.5282463999997162,0.5169621999998526
23,0.5252571000000898,0.5235649000001104,0.5287508999999773
24,0.5242089999997006,0.5181552999997621,0.5237142000000858
