,Iteration,Reward,Algorithm
0,0,0.0058724879999954285,quick_sort
1,0,0.004230034000001979,merge_sort
2,0,0.004925077999998848,heap_sort
3,1,0.0055560719999903085,quick_sort
4,1,0.00410258999999769,merge_sort
5,1,0.004619786000009753,heap_sort
6,2,0.0060473380000007635,quick_sort
7,2,0.003979412000003322,merge_sort
8,2,0.0043793340000047466,heap_sort
9,3,0.005688928000004125,quick_sort
10,3,0.004198703999993541,merge_sort
11,3,0.004667787999990196,heap_sort
12,4,0.0055333639999912525,quick_sort
13,4,0.004179484000001139,merge_sort
14,4,0.0045190899999875,heap_sort
15,5,0.005881840000008651,quick_sort
16,5,0.003983170000003611,merge_sort
17,5,0.004451487999995151,heap_sort
18,6,0.00568553199998405,quick_sort
19,6,0.004385354000000916,merge_sort
20,6,0.004291304000000764,heap_sort
21,7,0.0056734299999925495,quick_sort
22,7,0.004201542000002973,merge_sort
23,7,0.004762413999987985,heap_sort
24,8,0.005485632000004443,quick_sort
25,8,0.004047027999995408,merge_sort
26,8,0.004512176000000636,heap_sort
27,9,0.0059119500000042536,quick_sort
28,9,0.003988058000009005,merge_sort
29,9,0.0043270620000134844,heap_sort
30,10,0.005721479999995154,quick_sort
31,10,0.004550854000005984,merge_sort
32,10,0.004314118000006601,heap_sort
33,11,0.005486327999992682,quick_sort
34,11,0.004217940000005456,merge_sort
35,11,0.0045027440000126265,heap_sort
36,12,0.005883472000002712,quick_sort
37,12,0.003997401999995418,merge_sort
38,12,0.004524134000014328,heap_sort
39,13,0.005675096000002214,quick_sort
40,13,0.004378897999993114,merge_sort
41,13,0.004292578000004142,heap_sort
42,14,0.00565194599999586,quick_sort
43,14,0.004194288000001052,merge_sort
44,14,0.004759606000009171,heap_sort
45,15,0.005556786000006468,quick_sort
46,15,0.0041041219999965505,merge_sort
47,15,0.004512608000002274,heap_sort
48,16,0.0058930840000084575,quick_sort
49,16,0.003986933999999565,merge_sort
50,16,0.004347830000001523,heap_sort
51,17,0.005725076000005629,quick_sort
52,17,0.004494830000005549,merge_sort
53,17,0.004413927999994485,heap_sort
54,18,0.005619293999998263,quick_sort
55,18,0.00428858800000171,merge_sort
56,18,0.004950209999992694,heap_sort
57,19,0.00555787200000168,quick_sort
58,19,0.003997145999996974,merge_sort
59,19,0.004587764000007155,heap_sort
60,20,0.006116325999994387,quick_sort
61,20,0.004015487999995457,merge_sort
62,20,0.0043033259999833715,heap_sort
63,21,0.0057133559999897445,quick_sort
64,21,0.004194633999998132,merge_sort
65,21,0.004693165999997291,heap_sort
66,22,0.005474481999988257,quick_sort
67,22,0.004161280000005263,merge_sort
68,22,0.004515842000009798,heap_sort
69,23,0.005835440000000744,quick_sort
70,23,0.003977910000005522,merge_sort
71,23,0.004377048000010291,heap_sort
72,24,0.0057250360000170985,quick_sort
73,24,0.004442077999992761,merge_sort
74,24,0.004290571999993062,heap_sort
75,25,0.00552033400000937,quick_sort
76,25,0.004237433999996938,merge_sort
77,25,0.004782824000010351,heap_sort
78,26,0.005501886000001832,quick_sort
79,26,0.0039782960000093225,merge_sort
80,26,0.0045252679999975955,heap_sort
